episode,env_step,return,length,success,epsilon,greedy_actions,exploratory_actions,condition_triggers,gradient_steps_so_far,latest_loss
1,200,-200.0,200,0,0.9960399,0,200,0,0,
2,400,-200.0,200,0,0.9920599,3,197,0,0,
3,600,-200.0,200,0,0.9880799,0,200,0,0,
4,800,-200.0,200,0,0.9840999,5,195,0,0,
5,1000,-200.0,200,0,0.9801199,6,194,0,1,0.41376206278800964
6,1200,-200.0,200,0,0.9761399,1,199,0,201,0.00034806234179995954
7,1400,-200.0,200,0,0.9721599,2,198,0,401,0.000130784377688542
8,1600,-200.0,200,0,0.9681799,3,197,0,601,0.00015040734433569014
9,1800,-200.0,200,0,0.9641999,2,198,0,801,0.0001303696190007031
10,2000,-200.0,200,0,0.9602199,8,192,0,1001,5.612581662717275e-05
11,2200,-200.0,200,0,0.9562399,6,194,0,1201,0.00010409810056444257
12,2400,-200.0,200,0,0.9522599,13,187,0,1401,7.827343506505713e-05
13,2600,-200.0,200,0,0.9482799,7,193,0,1601,7.346332131419331e-05
14,2800,-200.0,200,0,0.9442999,18,182,0,1801,8.002282993402332e-05
15,3000,-200.0,200,0,0.9403199,7,193,0,2001,2.964107261504978e-05
16,3200,-200.0,200,0,0.9363399,9,191,0,2201,5.4935720982030034e-05
17,3400,-200.0,200,0,0.9323599,17,183,0,2401,2.3020378648652695e-05
18,3600,-200.0,200,0,0.9283799,14,186,0,2601,1.6614532796666026e-05
19,3800,-200.0,200,0,0.9243999,17,183,0,2801,2.509272781026084e-05
20,4000,-200.0,200,0,0.9204199,22,178,0,3001,9.09651043912163e-06
21,4200,-200.0,200,0,0.9164399,15,185,0,3201,1.4574149645341095e-05
22,4400,-200.0,200,0,0.9124599,20,180,0,3401,1.1326055755489506e-05
23,4600,-200.0,200,0,0.9084799,19,181,0,3601,1.0973841199302115e-05
24,4800,-200.0,200,0,0.9044999,14,186,0,3801,1.1626119885477237e-05
25,5000,-200.0,200,0,0.9005199,17,183,0,4001,3.361480139574269e-06
